CLIENTE 176 | Prodotti acquistati:32 | Tempo nel negozio:7.033 s | Tempo in coda:6.729 s | Code cambiate:1 |
CLIENTE 180 | Prodotti acquistati:60 | Tempo nel negozio:6.979 s | Tempo in coda:6.605 s | Code cambiate:1 |
CLIENTE 186 | Prodotti acquistati:2 | Tempo nel negozio:6.646 s | Tempo in coda:6.368 s | Code cambiate:1 |
CLIENTE 249 | Prodotti acquistati:43 | Tempo nel negozio:1.237 s | Tempo in coda:1.025 s | Code cambiate:1 |
CLIENTE 251 | Prodotti acquistati:57 | Tempo nel negozio:1.111 s | Tempo in coda:0.868 s | Code cambiate:1 |
CLIENTE 257 | Prodotti acquistati:99 | Tempo nel negozio:1.090 s | Tempo in coda:0.848 s | Code cambiate:1 |
CLIENTE 220 | Prodotti acquistati:40 | Tempo nel negozio:4.201 s | Tempo in coda:3.847 s | Code cambiate:1 |
CLIENTE 261 | Prodotti acquistati:27 | Tempo nel negozio:1.113 s | Tempo in coda:0.897 s | Code cambiate:1 |
CLIENTE 198 | Prodotti acquistati:86 | Tempo nel negozio:6.160 s | Tempo in coda:5.877 s | Code cambiate:1 |
CLIENTE 192 | Prodotti acquistati:44 | Tempo nel negozio:7.004 s | Tempo in coda:6.626 s | Code cambiate:1 |
CLIENTE 223 | Prodotti acquistati:61 | Tempo nel negozio:4.314 s | Tempo in coda:3.960 s | Code cambiate:1 |
CLIENTE 219 | Prodotti acquistati:33 | Tempo nel negozio:4.889 s | Tempo in coda:4.504 s | Code cambiate:1 |
CLIENTE 226 | Prodotti acquistati:82 | Tempo nel negozio:4.109 s | Tempo in coda:3.843 s | Code cambiate:1 |
CLIENTE 260 | Prodotti acquistati:20 | Tempo nel negozio:1.552 s | Tempo in coda:1.305 s | Code cambiate:1 |
CLIENTE 265 | Prodotti acquistati:55 | Tempo nel negozio:1.356 s | Tempo in coda:1.079 s | Code cambiate:1 |
CLIENTE 229 | Prodotti acquistati:3 | Tempo nel negozio:4.042 s | Tempo in coda:3.777 s | Code cambiate:1 |
CLIENTE 204 | Prodotti acquistati:28 | Tempo nel negozio:6.497 s | Tempo in coda:6.208 s | Code cambiate:1 |
CLIENTE 263 | Prodotti acquistati:41 | Tempo nel negozio:2.210 s | Tempo in coda:1.868 s | Code cambiate:1 |
CLIENTE 269 | Prodotti acquistati:83 | Tempo nel negozio:1.285 s | Tempo in coda:1.036 s | Code cambiate:1 |
CLIENTE 235 | Prodotti acquistati:45 | Tempo nel negozio:4.786 s | Tempo in coda:4.516 s | Code cambiate:1 |
CLIENTE 206 | Prodotti acquistati:42 | Tempo nel negozio:6.950 s | Tempo in coda:6.630 s | Code cambiate:1 |
CLIENTE 210 | Prodotti acquistati:70 | Tempo nel negozio:6.612 s | Tempo in coda:6.226 s | Code cambiate:1 |
CLIENTE 273 | Prodotti acquistati:11 | Tempo nel negozio:1.150 s | Tempo in coda:0.833 s | Code cambiate:1 |
CLIENTE 216 | Prodotti acquistati:12 | Tempo nel negozio:6.390 s | Tempo in coda:6.097 s | Code cambiate:1 |
CLIENTE 222 | Prodotti acquistati:54 | Tempo nel negozio:5.694 s | Tempo in coda:5.309 s | Code cambiate:1 |
CLIENTE 224 | Prodotti acquistati:68 | Tempo nel negozio:5.488 s | Tempo in coda:5.163 s | Code cambiate:1 |
CLIENTE 228 | Prodotti acquistati:96 | Tempo nel negozio:5.329 s | Tempo in coda:4.936 s | Code cambiate:1 |
CLIENTE 232 | Prodotti acquistati:24 | Tempo nel negozio:5.297 s | Tempo in coda:4.934 s | Code cambiate:1 |
CLIENTE 275 | Prodotti acquistati:25 | Tempo nel negozio:1.649 s | Tempo in coda:1.301 s | Code cambiate:1 |
CLIENTE 281 | Prodotti acquistati:67 | Tempo nel negozio:0.592 s | Tempo in coda:0.245 s | Code cambiate:1 |
CLIENTE 283 | Prodotti acquistati:81 | Tempo nel negozio:0.592 s | Tempo in coda:0.209 s | Code cambiate:1 |
CLIENTE 287 | Prodotti acquistati:9 | Tempo nel negozio:0.522 s | Tempo in coda:0.263 s | Code cambiate:1 |
CLIENTE 231 | Prodotti acquistati:17 | Tempo nel negozio:5.664 s | Tempo in coda:5.271 s | Code cambiate:1 |
CLIENTE 238 | Prodotti acquistati:66 | Tempo nel negozio:5.012 s | Tempo in coda:4.742 s | Code cambiate:1 |
CLIENTE 236 | Prodotti acquistati:52 | Tempo nel negozio:5.012 s | Tempo in coda:4.682 s | Code cambiate:1 |
CLIENTE 243 | Prodotti acquistati:1 | Tempo nel negozio:4.988 s | Tempo in coda:4.683 s | Code cambiate:1 |
CLIENTE 242 | Prodotti acquistati:94 | Tempo nel negozio:4.988 s | Tempo in coda:4.652 s | Code cambiate:1 |
CLIENTE 244 | Prodotti acquistati:8 | Tempo nel negozio:5.176 s | Tempo in coda:4.809 s | Code cambiate:1 |
CLIENTE 250 | Prodotti acquistati:50 | Tempo nel negozio:4.354 s | Tempo in coda:3.985 s | Code cambiate:1 |
CLIENTE 256 | Prodotti acquistati:92 | Tempo nel negozio:4.208 s | Tempo in coda:3.930 s | Code cambiate:1 |
CLIENTE 254 | Prodotti acquistati:78 | Tempo nel negozio:4.208 s | Tempo in coda:3.870 s | Code cambiate:1 |
CLIENTE 234 | Prodotti acquistati:38 | Tempo nel negozio:5.948 s | Tempo in coda:5.647 s | Code cambiate:1 |
CLIENTE 240 | Prodotti acquistati:80 | Tempo nel negozio:5.295 s | Tempo in coda:5.087 s | Code cambiate:1 |
CLIENTE 237 | Prodotti acquistati:59 | Tempo nel negozio:5.296 s | Tempo in coda:4.996 s | Code cambiate:1 |
CLIENTE 300 | Prodotti acquistati:0 | Tempo nel negozio:0.232 s | Tempo di coda:0 s | Code cambiate:0 |
CLIENTE 289 | Prodotti acquistati:23 | Tempo nel negozio:1.019 s | Tempo in coda:0.730 s | Code cambiate:1 |
CLIENTE 247 | Prodotti acquistati:29 | Tempo nel negozio:5.685 s | Tempo in coda:5.411 s | Code cambiate:1 |
CLIENTE 262 | Prodotti acquistati:34 | Tempo nel negozio:4.367 s | Tempo in coda:3.996 s | Code cambiate:1 |
CLIENTE 266 | Prodotti acquistati:62 | Tempo nel negozio:3.829 s | Tempo in coda:3.580 s | Code cambiate:1 |
CLIENTE 267 | Prodotti acquistati:69 | Tempo nel negozio:3.829 s | Tempo in coda:3.520 s | Code cambiate:1 |
CLIENTE 268 | Prodotti acquistati:76 | Tempo nel negozio:3.829 s | Tempo in coda:3.552 s | Code cambiate:1 |
CLIENTE 291 | Prodotti acquistati:37 | Tempo nel negozio:1.488 s | Tempo in coda:1.262 s | Code cambiate:1 |
CLIENTE 296 | Prodotti acquistati:72 | Tempo nel negozio:1.222 s | Tempo in coda:0.963 s | Code cambiate:1 |
CLIENTE 297 | Prodotti acquistati:79 | Tempo nel negozio:1.222 s | Tempo in coda:0.899 s | Code cambiate:1 |
CLIENTE 293 | Prodotti acquistati:51 | Tempo nel negozio:1.272 s | Tempo in coda:0.919 s | Code cambiate:1 |
CLIENTE 299 | Prodotti acquistati:93 | Tempo nel negozio:1.034 s | Tempo in coda:0.776 s | Code cambiate:1 |
CLIENTE 246 | Prodotti acquistati:22 | Tempo nel negozio:6.169 s | Tempo in coda:5.866 s | Code cambiate:1 |
CLIENTE 277 | Prodotti acquistati:39 | Tempo nel negozio:3.628 s | Tempo in coda:3.342 s | Code cambiate:1 |
CLIENTE 309 | Prodotti acquistati:63 | Tempo nel negozio:1.059 s | Tempo in coda:0.827 s | Code cambiate:1 |
CLIENTE 311 | Prodotti acquistati:77 | Tempo nel negozio:1.058 s | Tempo in coda:0.697 s | Code cambiate:1 |
CLIENTE 313 | Prodotti acquistati:91 | Tempo nel negozio:1.058 s | Tempo in coda:0.854 s | Code cambiate:1 |
CLIENTE 305 | Prodotti acquistati:35 | Tempo nel negozio:1.539 s | Tempo in coda:1.181 s | Code cambiate:1 |
CLIENTE 315 | Prodotti acquistati:5 | Tempo nel negozio:0.871 s | Tempo in coda:0.540 s | Code cambiate:1 |
CLIENTE 280 | Prodotti acquistati:60 | Tempo nel negozio:3.163 s | Tempo in coda:2.780 s | Code cambiate:1 |
CLIENTE 274 | Prodotti acquistati:18 | Tempo nel negozio:4.054 s | Tempo in coda:3.675 s | Code cambiate:1 |
CLIENTE 252 | Prodotti acquistati:64 | Tempo nel negozio:6.151 s | Tempo in coda:5.939 s | Code cambiate:1 |
CLIENTE 248 | Prodotti acquistati:36 | Tempo nel negozio:6.277 s | Tempo in coda:6.034 s | Code cambiate:1 |
CLIENTE 286 | Prodotti acquistati:2 | Tempo nel negozio:2.742 s | Tempo in coda:2.453 s | Code cambiate:1 |
CLIENTE 285 | Prodotti acquistati:95 | Tempo nel negozio:2.742 s | Tempo in coda:2.426 s | Code cambiate:1 |
CLIENTE 284 | Prodotti acquistati:88 | Tempo nel negozio:2.743 s | Tempo in coda:2.391 s | Code cambiate:1 |
CLIENTE 258 | Prodotti acquistati:6 | Tempo nel negozio:6.294 s | Tempo in coda:6.082 s | Code cambiate:1 |
CLIENTE 317 | Prodotti acquistati:19 | Tempo nel negozio:1.167 s | Tempo in coda:0.898 s | Code cambiate:1 |
CLIENTE 253 | Prodotti acquistati:71 | Tempo nel negozio:6.621 s | Tempo in coda:6.253 s | Code cambiate:1 |
CLIENTE 259 | Prodotti acquistati:13 | Tempo nel negozio:6.600 s | Tempo in coda:6.322 s | Code cambiate:1 |
CLIENTE 255 | Prodotti acquistati:85 | Tempo nel negozio:6.600 s | Tempo in coda:6.291 s | Code cambiate:1 |
CLIENTE 264 | Prodotti acquistati:48 | Tempo nel negozio:5.852 s | Tempo in coda:5.540 s | Code cambiate:1 |
CLIENTE 270 | Prodotti acquistati:90 | Tempo nel negozio:4.927 s | Tempo in coda:4.709 s | Code cambiate:1 |
CLIENTE 271 | Prodotti acquistati:97 | Tempo nel negozio:4.927 s | Tempo in coda:4.552 s | Code cambiate:1 |
CLIENTE 272 | Prodotti acquistati:4 | Tempo nel negozio:4.659 s | Tempo in coda:4.311 s | Code cambiate:1 |
CLIENTE 290 | Prodotti acquistati:30 | Tempo nel negozio:3.068 s | Tempo in coda:2.812 s | Code cambiate:1 |
CLIENTE 276 | Prodotti acquistati:32 | Tempo nel negozio:5.308 s | Tempo in coda:4.991 s | Code cambiate:1 |
CLIENTE 279 | Prodotti acquistati:53 | Tempo nel negozio:4.454 s | Tempo in coda:4.232 s | Code cambiate:1 |
CLIENTE 321 | Prodotti acquistati:47 | Tempo nel negozio:1.527 s | Tempo in coda:1.287 s | Code cambiate:1 |
CLIENTE 292 | Prodotti acquistati:44 | Tempo nel negozio:3.980 s | Tempo in coda:3.596 s | Code cambiate:1 |
CLIENTE 298 | Prodotti acquistati:86 | Tempo nel negozio:3.714 s | Tempo in coda:3.420 s | Code cambiate:1 |
CLIENTE 304 | Prodotti acquistati:28 | Tempo nel negozio:4.072 s | Tempo in coda:3.779 s | Code cambiate:1 |
CLIENTE 320 | Prodotti acquistati:40 | Tempo nel negozio:2.366 s | Tempo in coda:2.096 s | Code cambiate:1 |
CLIENTE 323 | Prodotti acquistati:61 | Tempo nel negozio:2.223 s | Tempo in coda:1.855 s | Code cambiate:1 |
CLIENTE 325 | Prodotti acquistati:75 | Tempo nel negozio:2.223 s | Tempo in coda:1.921 s | Code cambiate:1 |
CLIENTE 278 | Prodotti acquistati:46 | Tempo nel negozio:5.416 s | Tempo in coda:5.166 s | Code cambiate:1 |
CLIENTE 282 | Prodotti acquistati:74 | Tempo nel negozio:5.215 s | Tempo in coda:4.991 s | Code cambiate:1 |
CLIENTE 329 | Prodotti acquistati:3 | Tempo nel negozio:2.150 s | Tempo in coda:1.875 s | Code cambiate:1 |
CLIENTE 302 | Prodotti acquistati:14 | Tempo nel negozio:4.384 s | Tempo in coda:4.024 s | Code cambiate:1 |
CLIENTE 307 | Prodotti acquistati:49 | Tempo nel negozio:4.198 s | Tempo in coda:3.903 s | Code cambiate:1 |
CLIENTE 310 | Prodotti acquistati:70 | Tempo nel negozio:3.718 s | Tempo in coda:3.513 s | Code cambiate:1 |
CLIENTE 308 | Prodotti acquistati:56 | Tempo nel negozio:3.718 s | Tempo in coda:3.451 s | Code cambiate:1 |
CLIENTE 288 | Prodotti acquistati:16 | Tempo nel negozio:5.292 s | Tempo in coda:5.064 s | Code cambiate:1 |
CLIENTE 295 | Prodotti acquistati:65 | Tempo nel negozio:4.769 s | Tempo in coda:4.476 s | Code cambiate:1 |
CLIENTE 294 | Prodotti acquistati:58 | Tempo nel negozio:4.770 s | Tempo in coda:4.447 s | Code cambiate:1 |
CLIENTE 316 | Prodotti acquistati:12 | Tempo nel negozio:3.668 s | Tempo in coda:3.371 s | Code cambiate:1 |
CLIENTE 314 | Prodotti acquistati:98 | Tempo nel negozio:3.668 s | Tempo in coda:3.307 s | Code cambiate:1 |
CLIENTE 322 | Prodotti acquistati:54 | Tempo nel negozio:2.932 s | Tempo in coda:2.723 s | Code cambiate:1 |
CLIENTE 328 | Prodotti acquistati:96 | Tempo nel negozio:2.721 s | Tempo in coda:2.419 s | Code cambiate:1 |
CLIENTE 333 | Prodotti acquistati:31 | Tempo nel negozio:2.500 s | Tempo in coda:2.163 s | Code cambiate:1 |
CLIENTE 303 | Prodotti acquistati:21 | Tempo nel negozio:4.952 s | Tempo in coda:4.623 s | Code cambiate:1 |
CLIENTE 331 | Prodotti acquistati:17 | Tempo nel negozio:2.987 s | Tempo in coda:2.774 s | Code cambiate:1 |
CLIENTE 301 | Prodotti acquistati:7 | Tempo nel negozio:5.179 s | Tempo in coda:4.790 s | Code cambiate:1 |
CLIENTE 335 | Prodotti acquistati:45 | Tempo nel negozio:3.438 s | Tempo in coda:3.067 s | Code cambiate:1 |
CLIENTE 339 | Prodotti acquistati:73 | Tempo nel negozio:3.217 s | Tempo in coda:2.969 s | Code cambiate:1 |
CLIENTE 334 | Prodotti acquistati:38 | Tempo nel negozio:3.468 s | Tempo in coda:3.158 s | Code cambiate:1 |
CLIENTE 337 | Prodotti acquistati:59 | Tempo nel negozio:3.468 s | Tempo in coda:3.158 s | Code cambiate:1 |
CLIENTE 340 | Prodotti acquistati:80 | Tempo nel negozio:3.247 s | Tempo in coda:3.034 s | Code cambiate:1 |
CLIENTE 338 | Prodotti acquistati:66 | Tempo nel negozio:3.247 s | Tempo in coda:2.968 s | Code cambiate:1 |
CLIENTE 306 | Prodotti acquistati:42 | Tempo nel negozio:5.828 s | Tempo in coda:5.500 s | Code cambiate:1 |
CLIENTE 312 | Prodotti acquistati:84 | Tempo nel negozio:5.348 s | Tempo in coda:5.116 s | Code cambiate:1 |
CLIENTE 319 | Prodotti acquistati:33 | Tempo nel negozio:5.605 s | Tempo in coda:5.396 s | Code cambiate:1 |
CLIENTE 318 | Prodotti acquistati:26 | Tempo nel negozio:6.166 s | Tempo in coda:5.927 s | Code cambiate:1 |
CLIENTE 324 | Prodotti acquistati:68 | Tempo nel negozio:5.408 s | Tempo in coda:5.071 s | Code cambiate:1 |
CLIENTE 326 | Prodotti acquistati:82 | Tempo nel negozio:5.341 s | Tempo in coda:5.069 s | Code cambiate:1 |
CLIENTE 327 | Prodotti acquistati:89 | Tempo nel negozio:5.341 s | Tempo in coda:5.009 s | Code cambiate:1 |
CLIENTE 330 | Prodotti acquistati:10 | Tempo nel negozio:5.477 s | Tempo in coda:5.233 s | Code cambiate:1 |
CLIENTE 336 | Prodotti acquistati:52 | Tempo nel negozio:5.171 s | Tempo in coda:4.835 s | Code cambiate:1 |
CLIENTE 332 | Prodotti acquistati:24 | Tempo nel negozio:5.692 s | Tempo in coda:5.321 s | Code cambiate:1 |
CASSA 1 | Prodotti processati: 5931 | Clienti serviti: 115 | Tempo apertura:30.459 s | Tempo medio servizio:1.058 s | n. Chiusure:0 |
CASSA 2 | Prodotti processati: 5374 | Clienti serviti: 110 | Tempo apertura:30.459 s | Tempo medio servizio:1.011 s | n. Chiusure:0 |
CASSA 3 | Prodotti processati: 5447 | Clienti serviti: 111 | Tempo apertura:30.459 s | Tempo medio servizio:1.022 s | n. Chiusure:0 |
CASSA 0 | Prodotti processati: 68 | Clienti serviti: 2 | Tempo apertura:0.396 s | Tempo medio servizio:0.730 s | n. Chiusure:1 |
CASSA 5 | Prodotti processati: 0 | Clienti serviti: 0 | Tempo apertura:0.000 s | Tempo medio servizio:0.000 s | n. Chiusure:0 |
CASSA 4 | Prodotti processati: 0 | Clienti serviti: 0 | Tempo apertura:0.000 s | Tempo medio servizio:0.000 s | n. Chiusure:0 |

CLIENTI SERVITI: 341
PRODOTTI VENDUTI: 16820
